Business_Partner_Branch,ChemistCode,ChemistName,Forecast_Month,Predicted_Sale_Units,Target_Sales,Performance_Status,Latest_Observed_Sales
Branch_A,C00012,Pharmacy_00012,2026-05-01,28.86,66.73,Underperforming,38.0
Branch_A,C00012,Pharmacy_00012,2026-06-01,19.57,66.73,Underperforming,38.0
Branch_A,C00013,Pharmacy_00013,2026-04-01,15.03,17.6,Underperforming,23.0
Branch_A,C00013,Pharmacy_00013,2026-05-01,13.94,17.6,Underperforming,23.0
Branch_A,C00013,Pharmacy_00013,2026-06-01,12.86,17.6,Underperforming,23.0
Branch_A,C00014,Pharmacy_00014,2026-04-01,0.0,0.73,Underperforming,0.0
Branch_A,C00014,Pharmacy_00014,2026-05-01,0.0,0.73,Underperforming,0.0
Branch_A,C00014,Pharmacy_00014,2026-06-01,0.0,0.73,Underperforming,0.0
Branch_A,C00015,Pharmacy_00015,2026-04-01,0.83,0.0,Overperforming,0.0
Branch_A,C00015,Pharmacy_00015,2026-05-01,0.33,0.0,Overperforming,0.0
Branch_A,C00015,Pharmacy_00015,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00016,Pharmacy_00016,2026-04-01,0.0,-1.1,Overperforming,-4.0
Branch_A,C00016,Pharmacy_00016,2026-05-01,0.0,-1.1,Overperforming,-4.0
Branch_A,C00016,Pharmacy_00016,2026-06-01,0.0,-1.1,Overperforming,-4.0
Branch_A,C00017,Pharmacy_00017,2026-04-01,51.25,58.67,Underperforming,64.0
Branch_A,C00017,Pharmacy_00017,2026-05-01,45.3,58.67,Underperforming,64.0
Branch_A,C00017,Pharmacy_00017,2026-06-01,39.35,58.67,Underperforming,64.0
Branch_A,C00018,Pharmacy_00018,2026-04-01,7.72,8.43,Underperforming,5.0
Branch_A,C00018,Pharmacy_00018,2026-05-01,7.69,8.43,Underperforming,5.0
Branch_A,C00018,Pharmacy_00018,2026-06-01,7.66,8.43,Underperforming,5.0
Branch_A,C00019,Pharmacy_00019,2026-04-01,127.95,78.83,Overperforming,215.0
Branch_A,C00019,Pharmacy_00019,2026-05-01,132.34,78.83,Overperforming,215.0
Branch_A,C00019,Pharmacy_00019,2026-06-01,136.74,78.83,Overperforming,215.0
Branch_A,C00020,Pharmacy_00020,2026-04-01,0.75,6.23,Underperforming,12.0
Branch_A,C00020,Pharmacy_00020,2026-05-01,0.0,6.23,Underperforming,12.0
Branch_A,C00020,Pharmacy_00020,2026-06-01,0.0,6.23,Underperforming,12.0
Branch_A,C00021,Pharmacy_00021,2026-04-01,46.69,49.13,Underperforming,42.0
Branch_A,C00021,Pharmacy_00021,2026-05-01,42.48,49.13,Underperforming,42.0
Branch_A,C00021,Pharmacy_00021,2026-06-01,38.26,49.13,Underperforming,42.0
Branch_A,C00022,Pharmacy_00022,2026-04-01,53.33,44.0,Overperforming,120.0
Branch_A,C00022,Pharmacy_00022,2026-05-01,61.33,44.0,Overperforming,120.0
Branch_A,C00022,Pharmacy_00022,2026-06-01,69.33,44.0,Overperforming,120.0
Branch_A,C00023,Pharmacy_00023,2026-04-01,15.94,18.7,Underperforming,0.0
Branch_A,C00023,Pharmacy_00023,2026-05-01,16.84,18.7,Underperforming,0.0
Branch_A,C00023,Pharmacy_00023,2026-06-01,17.74,18.7,Underperforming,0.0
Branch_A,C00024,Pharmacy_00024,2026-04-01,0.0,399.67,Underperforming,36.0
Branch_A,C00024,Pharmacy_00024,2026-05-01,0.0,399.67,Underperforming,36.0
Branch_A,C00024,Pharmacy_00024,2026-06-01,0.0,399.67,Underperforming,36.0
Branch_A,C00025,Pharmacy_00025,2026-04-01,1.33,2.2,Underperforming,1.0
Branch_A,C00025,Pharmacy_00025,2026-05-01,1.07,2.2,Underperforming,1.0
Branch_A,C00025,Pharmacy_00025,2026-06-01,0.8,2.2,Underperforming,1.0
Branch_A,C00026,Pharmacy_00026,2026-04-01,260.94,324.5,Underperforming,240.0
Branch_A,C00026,Pharmacy_00026,2026-05-01,250.91,324.5,Underperforming,240.0
Branch_A,C00026,Pharmacy_00026,2026-06-01,240.88,324.5,Underperforming,240.0
Branch_A,C00027,Pharmacy_00027,2026-04-01,15.61,16.13,Underperforming,16.0
Branch_A,C00027,Pharmacy_00027,2026-05-01,16.24,16.13,Overperforming,16.0
Branch_A,C00027,Pharmacy_00027,2026-06-01,16.88,16.13,Overperforming,16.0
Branch_A,C00028,Pharmacy_00028,2026-04-01,15.92,14.3,Overperforming,13.0
Branch_A,C00028,Pharmacy_00028,2026-05-01,16.5,14.3,Overperforming,13.0
Branch_A,C00028,Pharmacy_00028,2026-06-01,17.08,14.3,Overperforming,13.0
Branch_A,C00029,Pharmacy_00029,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00029,Pharmacy_00029,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00029,Pharmacy_00029,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00030,Pharmacy_00030,2026-04-01,42.0,32.27,Overperforming,42.0
Branch_A,C00030,Pharmacy_00030,2026-05-01,42.33,32.27,Overperforming,42.0
Branch_A,C00030,Pharmacy_00030,2026-06-01,42.67,32.27,Overperforming,42.0
Branch_A,C00031,Pharmacy_00031,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00031,Pharmacy_00031,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00031,Pharmacy_00031,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00032,Pharmacy_00032,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00032,Pharmacy_00032,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00032,Pharmacy_00032,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00033,Pharmacy_00033,2026-04-01,3.56,3.67,Underperforming,0.0
Branch_A,C00033,Pharmacy_00033,2026-05-01,3.96,3.67,Overperforming,0.0
Branch_A,C00033,Pharmacy_00033,2026-06-01,4.36,3.67,Overperforming,0.0
Branch_A,C00034,Pharmacy_00034,2026-04-01,26.28,23.1,Overperforming,18.0
Branch_A,C00034,Pharmacy_00034,2026-05-01,28.71,23.1,Overperforming,18.0
Branch_A,C00034,Pharmacy_00034,2026-06-01,31.14,23.1,Overperforming,18.0
Branch_A,C00035,Pharmacy_00035,2026-04-01,0.0,-5.5,Overperforming,-8.0
Branch_A,C00035,Pharmacy_00035,2026-05-01,0.0,-5.5,Overperforming,-8.0
Branch_A,C00035,Pharmacy_00035,2026-06-01,0.0,-5.5,Overperforming,-8.0
Branch_A,C00036,Pharmacy_00036,2026-04-01,110.86,89.83,Overperforming,80.0
Branch_A,C00036,Pharmacy_00036,2026-05-01,124.41,89.83,Overperforming,80.0
Branch_A,C00036,Pharmacy_00036,2026-06-01,137.96,89.83,Overperforming,80.0
Branch_A,C00037,Pharmacy_00037,2026-04-01,93.31,93.5,Underperforming,100.0
Branch_A,C00037,Pharmacy_00037,2026-05-01,98.19,93.5,Overperforming,100.0
Branch_A,C00037,Pharmacy_00037,2026-06-01,103.07,93.5,Overperforming,100.0
Branch_A,C00038,Pharmacy_00038,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00038,Pharmacy_00038,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00038,Pharmacy_00038,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00039,Pharmacy_00039,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00039,Pharmacy_00039,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00039,Pharmacy_00039,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00040,Pharmacy_00040,2026-04-01,0.81,0.0,Overperforming,0.0
Branch_A,C00040,Pharmacy_00040,2026-05-01,0.66,0.0,Overperforming,0.0
Branch_A,C00040,Pharmacy_00040,2026-06-01,0.51,0.0,Overperforming,0.0
Branch_A,C00041,Pharmacy_00041,2026-04-01,2.58,1.83,Overperforming,0.0
Branch_A,C00041,Pharmacy_00041,2026-05-01,1.9,1.83,Overperforming,0.0
Branch_A,C00041,Pharmacy_00041,2026-06-01,1.22,1.83,Underperforming,0.0
Branch_A,C00042,Pharmacy_00042,2026-04-01,18.22,18.33,Underperforming,14.0
Branch_A,C00042,Pharmacy_00042,2026-05-01,19.02,18.33,Overperforming,14.0
Branch_A,C00042,Pharmacy_00042,2026-06-01,19.82,18.33,Overperforming,14.0
Branch_A,C00043,Pharmacy_00043,2026-04-01,95.69,104.13,Underperforming,112.0
Branch_A,C00043,Pharmacy_00043,2026-05-01,96.21,104.13,Underperforming,112.0
Branch_A,C00043,Pharmacy_00043,2026-06-01,96.73,104.13,Underperforming,112.0
Branch_A,C00044,Pharmacy_00044,2026-04-01,24.17,20.53,Overperforming,20.0
Branch_A,C00044,Pharmacy_00044,2026-05-01,25.33,20.53,Overperforming,20.0
Branch_A,C00044,Pharmacy_00044,2026-06-01,26.5,20.53,Overperforming,20.0
Branch_A,C00045,Pharmacy_00045,2026-04-01,2.42,2.57,Underperforming,2.0
Branch_A,C00045,Pharmacy_00045,2026-05-01,2.7,2.57,Overperforming,2.0
Branch_A,C00045,Pharmacy_00045,2026-06-01,2.98,2.57,Overperforming,2.0
Branch_A,C00046,Pharmacy_00046,2026-04-01,0.0,1.1,Underperforming,3.0
Branch_A,C00046,Pharmacy_00046,2026-05-01,0.0,1.1,Underperforming,3.0
Branch_A,C00046,Pharmacy_00046,2026-06-01,0.0,1.1,Underperforming,3.0
Branch_A,C00047,Pharmacy_00047,2026-04-01,23.06,26.4,Underperforming,29.0
Branch_A,C00047,Pharmacy_00047,2026-05-01,22.02,26.4,Underperforming,29.0
Branch_A,C00047,Pharmacy_00047,2026-06-01,20.99,26.4,Underperforming,29.0
Branch_A,C00048,Pharmacy_00048,2026-04-01,9.5,10.63,Underperforming,10.0
Branch_A,C00048,Pharmacy_00048,2026-05-01,8.93,10.63,Underperforming,10.0
Branch_A,C00048,Pharmacy_00048,2026-06-01,8.37,10.63,Underperforming,10.0
Branch_A,C00049,Pharmacy_00049,2026-04-01,0.0,1.47,Underperforming,3.0
Branch_A,C00049,Pharmacy_00049,2026-05-01,0.0,1.47,Underperforming,3.0
Branch_A,C00049,Pharmacy_00049,2026-06-01,0.0,1.47,Underperforming,3.0
Branch_A,C00050,Pharmacy_00050,2026-04-01,1.81,1.83,Underperforming,0.0
Branch_A,C00050,Pharmacy_00050,2026-05-01,1.72,1.83,Underperforming,0.0
Branch_A,C00050,Pharmacy_00050,2026-06-01,1.64,1.83,Underperforming,0.0
Branch_A,C00051,Pharmacy_00051,2026-04-01,103.33,145.2,Underperforming,74.0
Branch_A,C00051,Pharmacy_00051,2026-05-01,93.93,145.2,Underperforming,74.0
Branch_A,C00051,Pharmacy_00051,2026-06-01,84.53,145.2,Underperforming,74.0
Branch_A,C00052,Pharmacy_00052,2026-04-01,39.06,45.83,Underperforming,42.0
Branch_A,C00052,Pharmacy_00052,2026-05-01,38.02,45.83,Underperforming,42.0
Branch_A,C00052,Pharmacy_00052,2026-06-01,36.99,45.83,Underperforming,42.0
Branch_A,C00053,Pharmacy_00053,2026-04-01,255.75,202.03,Overperforming,181.0
Branch_A,C00053,Pharmacy_00053,2026-05-01,276.63,202.03,Overperforming,181.0
Branch_A,C00053,Pharmacy_00053,2026-06-01,297.52,202.03,Overperforming,181.0
Branch_A,C00054,Pharmacy_00054,2026-04-01,25.92,22.37,Overperforming,21.0
Branch_A,C00054,Pharmacy_00054,2026-05-01,25.9,22.37,Overperforming,21.0
Branch_A,C00054,Pharmacy_00054,2026-06-01,25.88,22.37,Overperforming,21.0
Branch_A,C00055,Pharmacy_00055,2026-04-01,12.25,13.2,Underperforming,13.0
Branch_A,C00055,Pharmacy_00055,2026-05-01,13.37,13.2,Overperforming,13.0
Branch_A,C00055,Pharmacy_00055,2026-06-01,14.48,13.2,Overperforming,13.0
Branch_A,C00056,Pharmacy_00056,2026-04-01,192.92,173.43,Overperforming,127.0
Branch_A,C00056,Pharmacy_00056,2026-05-01,216.7,173.43,Overperforming,127.0
Branch_A,C00056,Pharmacy_00056,2026-06-01,240.48,173.43,Overperforming,127.0
Branch_A,C00057,Pharmacy_00057,2026-04-01,334.86,359.7,Underperforming,315.0
Branch_A,C00057,Pharmacy_00057,2026-05-01,338.14,359.7,Underperforming,315.0
Branch_A,C00057,Pharmacy_00057,2026-06-01,341.43,359.7,Underperforming,315.0
Branch_A,C00058,Pharmacy_00058,2026-04-01,16.36,15.03,Overperforming,14.0
Branch_A,C00058,Pharmacy_00058,2026-05-01,17.81,15.03,Overperforming,14.0
Branch_A,C00058,Pharmacy_00058,2026-06-01,19.26,15.03,Overperforming,14.0
Branch_A,C00059,Pharmacy_00059,2026-04-01,26.42,24.57,Overperforming,13.0
Branch_A,C00059,Pharmacy_00059,2026-05-01,28.03,24.57,Overperforming,13.0
Branch_A,C00059,Pharmacy_00059,2026-06-01,29.65,24.57,Overperforming,13.0
Branch_A,C00060,Pharmacy_00060,2026-04-01,12.75,28.97,Underperforming,33.0
Branch_A,C00060,Pharmacy_00060,2026-05-01,11.5,28.97,Underperforming,33.0
Branch_A,C00060,Pharmacy_00060,2026-06-01,10.25,28.97,Underperforming,33.0
Branch_A,C00061,Pharmacy_00061,2026-04-01,55.78,48.03,Overperforming,61.0
Branch_A,C00061,Pharmacy_00061,2026-05-01,56.24,48.03,Overperforming,61.0
Branch_A,C00061,Pharmacy_00061,2026-06-01,56.71,48.03,Overperforming,61.0
Branch_A,C00062,Pharmacy_00062,2026-04-01,8.61,9.17,Underperforming,10.0
Branch_A,C00062,Pharmacy_00062,2026-05-01,8.51,9.17,Underperforming,10.0
Branch_A,C00062,Pharmacy_00062,2026-06-01,8.41,9.17,Underperforming,10.0
Branch_A,C00063,Pharmacy_00063,2026-04-01,18.86,19.43,Underperforming,20.0
Branch_A,C00063,Pharmacy_00063,2026-05-01,19.14,19.43,Underperforming,20.0
Branch_A,C00063,Pharmacy_00063,2026-06-01,19.43,19.43,Overperforming,20.0
Branch_A,C00064,Pharmacy_00064,2026-04-01,14.22,11.0,Overperforming,12.0
Branch_A,C00064,Pharmacy_00064,2026-05-01,15.29,11.0,Overperforming,12.0
Branch_A,C00064,Pharmacy_00064,2026-06-01,16.36,11.0,Overperforming,12.0
Branch_A,C00065,Pharmacy_00065,2026-04-01,215.69,235.77,Underperforming,201.0
Branch_A,C00065,Pharmacy_00065,2026-05-01,218.74,235.77,Underperforming,201.0
Branch_A,C00065,Pharmacy_00065,2026-06-01,221.79,235.77,Underperforming,201.0
Branch_A,C00066,Pharmacy_00066,2026-04-01,20.06,32.27,Underperforming,15.0
Branch_A,C00066,Pharmacy_00066,2026-05-01,15.69,32.27,Underperforming,15.0
Branch_A,C00066,Pharmacy_00066,2026-06-01,11.32,32.27,Underperforming,15.0
Branch_A,C00067,Pharmacy_00067,2026-04-01,6.44,8.43,Underperforming,8.0
Branch_A,C00067,Pharmacy_00067,2026-05-01,5.78,8.43,Underperforming,8.0
Branch_A,C00067,Pharmacy_00067,2026-06-01,5.11,8.43,Underperforming,8.0
Branch_A,C00068,Pharmacy_00068,2026-04-01,1.78,0.0,Overperforming,0.0
Branch_A,C00068,Pharmacy_00068,2026-05-01,2.31,0.0,Overperforming,0.0
Branch_A,C00068,Pharmacy_00068,2026-06-01,2.84,0.0,Overperforming,0.0
Branch_A,C00069,Pharmacy_00069,2026-04-01,44.69,50.97,Underperforming,63.0
Branch_A,C00069,Pharmacy_00069,2026-05-01,44.14,50.97,Underperforming,63.0
Branch_A,C00069,Pharmacy_00069,2026-06-01,43.59,50.97,Underperforming,63.0
Branch_A,C00070,Pharmacy_00070,2026-04-01,0.17,0.73,Underperforming,2.0
Branch_A,C00070,Pharmacy_00070,2026-05-01,0.0,0.73,Underperforming,2.0
Branch_A,C00070,Pharmacy_00070,2026-06-01,0.0,0.73,Underperforming,2.0
Branch_A,C00071,Pharmacy_00071,2026-04-01,0.56,1.1,Underperforming,3.0
Branch_A,C00071,Pharmacy_00071,2026-05-01,0.36,1.1,Underperforming,3.0
Branch_A,C00071,Pharmacy_00071,2026-06-01,0.16,1.1,Underperforming,3.0
Branch_A,C00072,Pharmacy_00072,2026-04-01,0.0,42.53,Underperforming,45.0
Branch_A,C00072,Pharmacy_00072,2026-05-01,0.0,42.53,Underperforming,45.0
Branch_A,C00072,Pharmacy_00072,2026-06-01,0.0,42.53,Underperforming,45.0
Branch_A,C00073,Pharmacy_00073,2026-04-01,0.0,3.67,Underperforming,0.0
Branch_A,C00073,Pharmacy_00073,2026-05-01,0.0,3.67,Underperforming,0.0
Branch_A,C00073,Pharmacy_00073,2026-06-01,0.0,3.67,Underperforming,0.0
Branch_A,C00074,Pharmacy_00074,2026-04-01,31.14,35.93,Underperforming,40.0
Branch_A,C00074,Pharmacy_00074,2026-05-01,30.52,35.93,Underperforming,40.0
Branch_A,C00074,Pharmacy_00074,2026-06-01,29.91,35.93,Underperforming,40.0
Branch_A,C00075,Pharmacy_00075,2026-04-01,729.89,782.47,Underperforming,473.0
Branch_A,C00075,Pharmacy_00075,2026-05-01,791.42,782.47,Overperforming,473.0
Branch_A,C00075,Pharmacy_00075,2026-06-01,852.96,782.47,Overperforming,473.0
Branch_A,C00076,Pharmacy_00076,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00076,Pharmacy_00076,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00076,Pharmacy_00076,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00077,Pharmacy_00077,2026-04-01,26.47,27.13,Underperforming,23.0
Branch_A,C00077,Pharmacy_00077,2026-05-01,27.26,27.13,Overperforming,23.0
Branch_A,C00077,Pharmacy_00077,2026-06-01,28.04,27.13,Overperforming,23.0
Branch_A,C00078,Pharmacy_00078,2026-04-01,3.92,3.3,Overperforming,3.0
Branch_A,C00078,Pharmacy_00078,2026-05-01,3.9,3.3,Overperforming,3.0
Branch_A,C00078,Pharmacy_00078,2026-06-01,3.88,3.3,Overperforming,3.0
Branch_A,C00079,Pharmacy_00079,2026-04-01,4.47,6.23,Underperforming,10.0
Branch_A,C00079,Pharmacy_00079,2026-05-01,4.26,6.23,Underperforming,10.0
Branch_A,C00079,Pharmacy_00079,2026-06-01,4.04,6.23,Underperforming,10.0
Branch_A,C00080,Pharmacy_00080,2026-04-01,0.0,-3.3,Overperforming,0.0
Branch_A,C00080,Pharmacy_00080,2026-05-01,0.0,-3.3,Overperforming,0.0
Branch_A,C00080,Pharmacy_00080,2026-06-01,0.0,-3.3,Overperforming,0.0
Branch_A,C00081,Pharmacy_00081,2026-04-01,82.25,83.6,Underperforming,80.0
Branch_A,C00081,Pharmacy_00081,2026-05-01,84.17,83.6,Overperforming,80.0
Branch_A,C00081,Pharmacy_00081,2026-06-01,86.08,83.6,Overperforming,80.0
Branch_A,C00082,Pharmacy_00082,2026-04-01,337.78,374.37,Underperforming,340.0
Branch_A,C00082,Pharmacy_00082,2026-05-01,340.84,374.37,Underperforming,340.0
Branch_A,C00082,Pharmacy_00082,2026-06-01,343.91,374.37,Underperforming,340.0
Branch_A,C00083,Pharmacy_00083,2026-04-01,80.19,85.07,Underperforming,221.0
Branch_A,C00083,Pharmacy_00083,2026-05-01,85.08,85.07,Overperforming,221.0
Branch_A,C00083,Pharmacy_00083,2026-06-01,89.96,85.07,Overperforming,221.0
Branch_A,C00084,Pharmacy_00084,2026-04-01,3.06,3.67,Underperforming,0.0
Branch_A,C00084,Pharmacy_00084,2026-05-01,3.22,3.67,Underperforming,0.0
Branch_A,C00084,Pharmacy_00084,2026-06-01,3.39,3.67,Underperforming,0.0
Branch_A,C00085,Pharmacy_00085,2026-04-01,0.06,0.0,Overperforming,0.0
Branch_A,C00085,Pharmacy_00085,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00085,Pharmacy_00085,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00086,Pharmacy_00086,2026-04-01,0.39,0.0,Overperforming,0.0
Branch_A,C00086,Pharmacy_00086,2026-05-01,0.42,0.0,Overperforming,0.0
Branch_A,C00086,Pharmacy_00086,2026-06-01,0.46,0.0,Overperforming,0.0
Branch_A,C00087,Pharmacy_00087,2026-04-01,3.14,6.6,Underperforming,2.0
Branch_A,C00087,Pharmacy_00087,2026-05-01,2.46,6.6,Underperforming,2.0
Branch_A,C00087,Pharmacy_00087,2026-06-01,1.77,6.6,Underperforming,2.0
Branch_A,C00088,Pharmacy_00088,2026-04-01,8.0,3.3,Overperforming,6.0
Branch_A,C00088,Pharmacy_00088,2026-05-01,8.67,3.3,Overperforming,6.0
Branch_A,C00088,Pharmacy_00088,2026-06-01,9.33,3.3,Overperforming,6.0
Branch_A,C00089,Pharmacy_00089,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00089,Pharmacy_00089,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00089,Pharmacy_00089,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00090,Pharmacy_00090,2026-04-01,2.33,3.3,Underperforming,3.0
Branch_A,C00090,Pharmacy_00090,2026-05-01,1.27,3.3,Underperforming,3.0
Branch_A,C00090,Pharmacy_00090,2026-06-01,0.2,3.3,Underperforming,3.0
Branch_A,C00091,Pharmacy_00091,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C00091,Pharmacy_00091,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C00091,Pharmacy_00091,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C00092,Pharmacy_00092,2026-04-01,7.64,8.07,Underperforming,6.0
Branch_A,C00092,Pharmacy_00092,2026-05-01,7.19,8.07,Underperforming,6.0
Branch_A,C00092,Pharmacy_00092,2026-06-01,6.74,8.07,Underperforming,6.0
Branch_A,C00093,Pharmacy_00093,2026-04-01,218.58,234.67,Underperforming,219.0
Branch_A,C00093,Pharmacy_00093,2026-05-01,222.03,234.67,Underperforming,219.0
Branch_A,C00093,Pharmacy_00093,2026-06-01,225.48,234.67,Underperforming,219.0
Branch_A,C00094,Pharmacy_00094,2026-04-01,15.31,15.77,Underperforming,10.0
Branch_A,C00094,Pharmacy_00094,2026-05-01,15.59,15.77,Underperforming,10.0
Branch_A,C00094,Pharmacy_00094,2026-06-01,15.87,15.77,Overperforming,10.0
Branch_A,C00095,Pharmacy_00095,2026-04-01,36.83,38.5,Underperforming,35.0
Branch_A,C00095,Pharmacy_00095,2026-05-01,39.27,38.5,Overperforming,35.0
Branch_A,C00095,Pharmacy_00095,2026-06-01,41.7,38.5,Overperforming,35.0
Branch_A,C00096,Pharmacy_00096,2026-04-01,0.44,1.47,Underperforming,1.0
Branch_A,C00096,Pharmacy_00096,2026-05-01,0.0,1.47,Underperforming,1.0
Branch_A,C00096,Pharmacy_00096,2026-06-01,0.0,1.47,Underperforming,1.0
Branch_A,C00097,Pharmacy_00097,2026-04-01,10.97,13.2,Underperforming,7.0
Branch_A,C00097,Pharmacy_00097,2026-05-01,11.12,13.2,Underperforming,7.0
Branch_A,C00097,Pharmacy_00097,2026-06-01,11.27,13.2,Underperforming,7.0
Branch_A,C00098,Pharmacy_00098,2026-04-01,1.11,1.83,Underperforming,0.0
Branch_A,C00098,Pharmacy_00098,2026-05-01,0.98,1.83,Underperforming,0.0
Branch_A,C00098,Pharmacy_00098,2026-06-01,0.84,1.83,Underperforming,0.0
Branch_A,C00099,Pharmacy_00099,2026-04-01,17.44,24.2,Underperforming,14.0
Branch_A,C00099,Pharmacy_00099,2026-05-01,15.71,24.2,Underperforming,14.0
Branch_A,C00099,Pharmacy_00099,2026-06-01,13.98,24.2,Underperforming,14.0
Branch_A,C00100,Pharmacy_00100,2026-04-01,4.89,5.87,Underperforming,9.0
Branch_A,C00100,Pharmacy_00100,2026-05-01,4.76,5.87,Underperforming,9.0
Branch_A,C00100,Pharmacy_00100,2026-06-01,4.62,5.87,Underperforming,9.0
Branch_A,C00101,Pharmacy_00101,2026-04-01,3.28,2.93,Overperforming,3.0
Branch_A,C00101,Pharmacy_00101,2026-05-01,2.98,2.93,Overperforming,3.0
Branch_A,C00101,Pharmacy_00101,2026-06-01,2.68,2.93,Underperforming,3.0
Branch_A,C00102,Pharmacy_00102,2026-04-01,63.39,71.5,Underperforming,72.0
Branch_A,C00102,Pharmacy_00102,2026-05-01,67.96,71.5,Underperforming,72.0
Branch_A,C00102,Pharmacy_00102,2026-06-01,72.52,71.5,Overperforming,72.0
Branch_A,C00103,Pharmacy_00103,2026-04-01,20.5,20.53,Underperforming,9.0
Branch_A,C00103,Pharmacy_00103,2026-05-01,20.0,20.53,Underperforming,9.0
